不雜,མ་འདྲེས་པ
具受,ཉམས་སུ་བླངས་པ
旃荼羅及羯恥那家,གདོལ་པའི་གནས
制立假説,དོགས་པའི་ཚིག་ཉེ་བར་འདོགས་པ
寂滅言論,འགོག་པའི་གཏམ
惡,སྡིག་པ
項,མགུལ
感惡趣異熟,ངན་སོང་དུ་རྣམ་པར་སྨིན་པ
龍,ཀླུ
無犯,མི་སྤྱོད་པ
器,བུམ་པ
許,འདོད་པ
策心,སེམས་རབ་ཏུ་འཛིན་པར་བྱེད་པ
任持,རྟོན་པར་གྱུར་པ
有所求,ཡོངས་སུ་བཙལ་བར་བ
佛所説甚深空性相應經典,དེ་བཞིན་གཤེགས་པས་གསུངས་པའི་མདོ་སྡེ་ཟབ་མོ་སྟོང་པ་ཉིད་དང་ལྡན་པ
著相,ཆགས་པའི་མཚན་མ
出沒,འབྱུང་བ་དང་མེད་པར་འགྱུར་བ
成劫現在,འཆགས་པ་ད་ལྟར་འབྱུང་བ
別離無常,བྲལ་བའི་མི་རྟག་པ་ཉིད
經,མདོའི་ཚིག
無障,སྒྲིབ་པ་མེད་པ
厭患,མ་པར་སུན་འབྱིན་པ
勝進道,ཁྱད་པར་གྱི་ལམ
道理瑜伽方便,རིགས་པ་དང་སྦྱོར་བ་དང་ཐབས
内外法,ནང་དང་ཕྱི་རོལ་གྱི་ཆོས
正了知,ཁོང་དུ་ཆུད་པ
年月,དུས་ཚིགས་དང་ཟླ་བ
所攝,བསྡུས་པ
如理作意思惟,ཚུལ་བཞིན་དུ་ཡིད་ལ་བྱེད་པ
法爾獲得,ཆོས་ཉིད་ཀྱིས་ཐོབ་པ
鵝,ངང་པ
奬化,ལེགས་པར་རྗེས་སུ་སྟོན་པ
佛法,སངས་རྒྱས་ཀྱི་ཆོས
諸見所依功用,ལྟ་བའི་གནས་སྤྱོད་པ
行,བགྲོད་པ
相状,རྟགས
幻作諸莊嚴具,སྒྱུ་མར་བྱས་པའི་རྒྱན
不應理,མི་འཐད་པ
建立,འཇོག་པར་བྱེད
有生命,སྲོག་ཆགས་སུ་གྱུར་པ
己身,བདག
業錯亂,ལས་འཁྲུལ་པ
無所憚,ཞུམ་པ་མེད་པ
苦現前諸有情,སྡུག་བསྔལ་བར་གནས་པའི་སེམས་ཅན
惡行,ཉེས་པར་སྤྱོད་པ
同於陽焰,སྨིག་རྒྱུ་ལྟ་བུ
安坐,གནས
久所作,བྱས་ནས་ཡུན་རིང་དུ་ལོན་པ
消變不平,འཇུ་དཀའ
眞如身,དེ་བཞིན་ཉིད་ཀྱི་ལུས
難行,བྱ་དཀའ་བ
無間,མཇུག་ཐོགས་སུ
永息滅,རྒྱུན་བཅད་པ
極細,ཆེས་ཆ་ཕྲ་བ
十,བཅུ
渚,གླིང
況,ལྟ་གལ
兩兩交會,གཉིས་ཀྱིས་གཉིས་སྤྲོད་པ
有憎惡心,ཞེ་སྡང་གི་སེམས་དང་ལྡན་པ
資生,ཡོ་བྱད
殊異,ཐ་དད་དུ་བྱ་བ
缺減,མ་ཚང་བ
事,གཞི
無有勢力,མཐུ་མེད་པ
住立支持,གནས་ཤིང་འཚོ་བར་འགྱུར་བ
爲,ཕྱིར
悲,སྙིང་རྗེ་བ
現前地,ས་མངོན་དུ་གྱུར་པ
無害,གནོད་པར་བྱ་བ་མ་ཡིན་པ
成,བྱུང་བ
慰問,ཀུན་ཏུ་དགའ་བར་བྱ་བའི་དྲི་བ
極長時,ཡུན་རིང་བ
猥雜而住,ཀུན་ནས་ཉོན་མོངས་པ་ཅན་དུ་གནས་པ
離,འབྲལ་བ
塗灰,ཐལ་བ་ཅན
未顯了義,མ་རྟོགས་པའི་དོན
出世間智後所得,འཇིག་རྟེན་ལས་འདས་པའི་རྗེས་ལས་ཐོབ་པའི་ཤེས་པ
覆所任持,འཆབ་པ་འཛིན་པ
爲義利,འདོད་པའི་ཕྱིར
三十七覺品法,བྱང་ཆུབ་ཀྱི་ཕྱོགས་དང་མཐུན་པའི་ཆོས་སུམ་ཅུ་རྩ་བདུན་པ
自在隨意,རང་དབང་ཐོབ་པར་གྱུར་པ
墮攝,གཏོགས་པ
後邊依,ཐ་མའི་ཕུང་པོ
止觀相,ཞི་གནས་དང་ལྷག་མཐོང་གྱི་མཚན་མ
猛利相,དྲག་པའི་མཚན་ཉིད
畢竟無般涅槃法,གཏན་ཡོངས་སུ་མྱ་ངན་ལས་མི་འདའ་བའི་ཆོས་ཅན
相,གཅིག་ལ་གཅིག
無損惱心,སྡང་བ་མེད་པ
正直語,དྲང་པོར་སྨྲ་བ
聞思,ཐོས་པ་དང་བསམ་པ
能生衆苦,སྡུག་བསྔལ་འབྱུང་བ
善安正念,དྲན་པས་ཤིན་ཏུ་གནས་པ
了達,སོ་སོར་རིག་པར་འགྱུར་བ
屈伏,ཚར་ཆོད་པར་གྱུར་པ
沙門喬答摩種,དགེ་སྦྱོང་གའུ་ཏ་མ
不復現行,ཀུན་ཏུ་མི་འབྱུང་བར་བྱེད་པ
家生繫屬尋思,ཁྱིམ་གྱི་འབྱོར་པ་དང་ལྡན་པའི་རྣམ་པར་རྟོག་པ
異語,གཏམ་རྣམ་པ་སྣ་ཚོགས
守護別解脱律儀,སོ་སོར་ཐར་པའི་སྡོམ་པས་བསྡམས་པ
厭毀,སྨོད་པ
飢羸,བཀྲེས་པའི་ཉམ་ཆུང
不零落,ཆུད་མི་ཟོས་པར་བྱེད་པ
心多散亂,རྣམ་པར་ག-ཡེངས་པའི་སེམས
親,མངོན་སུམ་དུ
安立非安立諦,རྣམ་པར་མ་བཞག་པ་དང་རྣམ་པར་བཞག་པའི་བདེན་པ
此中義者意在,དོན་གྱི་སྐབས་འདི་ནི་---ལ་བྱ་བར་བཞེད་པ
貪欲,འདོད་པ་ལ་འདུན་པ
既發心已,སེམས་བསྐྱེད་པ
不靜行,རབ་ཏུ་མ་ཞི་བའི་རྣམ་པ
増上現,དབང་ཕྱུག
恣擧羯磨,དགག་དབྱེའི་ལས
思惟勝解,མོས་པར་བྱེད་པ
無増無減,ལྷག་ཆད་མེད་པ
處女,བུ་མོ
最勝功徳,ཡོན་ཏན་ཁྱད་པར་ཅན
惡因,མི་མཐུན་པ
後後増廣,གོང་དུ་འཕེལ་བར་འགྱུར་བ
欣喜,དགའ་ཞིང་ཡིད་བདེ་བ
自親屬,བདག་གི་ཚལ་ཟ་བ
前,མདུན་དུ
憂戀,ཀུན་ཏུ་འགྱོད་ཅིང་རྣམ་པར་འགྱོད་པ
宮,གྲོང་ཁྱེར
恩有情,སེམས་ཅན་རྣམས་ལ་ཕན་འདོགས་པ
所智,ཤེས་བྱ
往趣---所,དྲུང་དུ་འགྲོ་བ
空行,སྟོང་པའི་རྣམ་པ
種種文綵綺飾莊嚴,ཐ་དད་པར་ཕྱེ་ཞིང་རྣམ་པར་བཀྲ་བ
善決定,ཤིན་ཏུ་རྣམ་པར་ངེས་པ
引,གླེང་བ
諦觀行,བདེན་པ་རྣམ་པར་དཔྱད་པ
貪著過失,ལྷག་པར་ཆགས་པའི་སྐྱོན
疲勞,ངལ་བར་འགྱུར་བ
不如理作意思惟,ཚུལ་བཞིན་མ་ཡིན་པ་ཡིད་ལ་བྱེད་པར་གྱུར་པ
止息制立,བག་ཡངས་བཅའ་བ
劬勞,འབད་པ
勤精進者,བརྩོན་འགྲུས་བརྩམས་པ
制,བཀག་པ
捨,བསལ་བ
受,འཛིན་པ
究竟,ཉམས་སུ་བླང་བ
等不等,མཚུངས་པ་མཚུངས་མ་ཡིན་པ
麁惡語,ཚིག་རྩུབ་པོ
心遠離,སེམས་དབེན་པ
荒,འཁྲུགས་པ
現前,མངོན་དུ་གྱུར་པ
捨離,འདོར་བ
深心歡喜,ཡིད་རབ་ཏུ་དགའ་བ་སྐྱེད་པ
不退,ཕྱིར་མི་ལྡོག་པ
大無明界,མ་རིག་པའི་ཁམས་ཆེན་པོ
無常相,མི་རྟག་པའི་མཚན་ཉིད
文句綺靡,ཚིག་དང་ཡིག་འབྲུ་སྣ་ཚོགས་པ
名想,མིང
所滋潤,མཉེན་པར་བྱེད་པ
斫,ཀུན་ཏུ་གཅོད་པ
淨不淨業,དགེ་བ་དང་མི་དགེ་བའི་ལས
道智,ལམ་ཤེས་པ
勝義,དོན་དམ་པ
後有,ཡང་འབྱུང་བའི་སྲིད་པ
隨念宿住智,སྔོན་གྱི་གནས་རྗེས་སུ་དྲན་པ་མཁྱེན་པ
起羞愧,ངོ་ཚ་བར་འགྱུར་བ
輕擧,གླེང་བ
和合不離,ཕྲད་པར་འགྱུར་བ
堅執惡取,ཉེས་པར་གཟུང་བ་འཛིན་པ
鄙,གྲོང་བ
氣力具足,སྟོབས་དང་ལྡན་པ
欲---勤修學者,སློབ་པར་འདོད་པ
開覺,རྗོད་པར་བྱེད་པ
彩,ཚོན
躁擾,རྒོད་པར་འགྱུར་བ
長老阿若憍陳,ཀུན་ཤེས་ཀའུན་དི་ནཡ
増上,ཡར་འཕེལ་བ
熏習相續,སེམས་ཀྱི་རྒྱུད་ལ་ཡོངས་སུ་བསྒོས་པ
喩大毒蛇,སྦྲུལ་གདུག་ལྟ་བུ
不會遇性,ཉེ་བར་མ་གྱུར་པ
佛出世,སངས་རྒྱས་འབྱུང་བ
親近,བརྟེན་པ
表示,རྣམ་པར་རིག་པ
意地分別,ཡི་ཀྱི་ས་རྣམ་པར་རྟོག་པ
清淨慧,རྣམ་པར་དག་པའི་ཤེས་རབ
護隨煩惱通達,ཉེ་བའི་ཉོན་མོངས་པ་རྗེས་སུ་བསྲུང་བ་རྟོགས་པ
建立言説,བརྗོད་པ
實現行,ལྷག་པར་སྤྱོད་པ
所覺發,བསྐུལ་བ
非三摩呬多地,མཉམ་པར་མ་བཞག་པའི་ས
心喜,ཡིད་དགའ་བ
黒教,ནག་པོའི་བསྟན་པ
和合共成,འདྲེས་པར་འགྱུར་བ
熱灰,སྨན་འགྱུར་བྱེད
似正法論,དམ་པའི་ཆོས་ལྟར་བཅོས་པ་སྨྲ་བ་པོ
從---起已,ལས་ལངས
發聲號叫,ཉམ་ཐག་པའི་སྐད་འབྱིན་པ
蘊魔,ཕུང་པོའི་བདུད
有色,གཟུགས་ཅན
出現,ཤར་བ
辯説,སྤོབས་པ
法愛愚癡,ཆོས་ལ་སྲེད་པ་ཀུན་ཏུ་རྨོངས་པ
趣,ཁས་ལེན་པ
女身,བུད་མེད
殷重作意,བསྟི་སྟང་དུ་བྱས་ཏེ་ཡིད་ལ་བྱེད་པ
惡逆,མི་མཐུན་པ
身心輕安,ལུས་དང་སེམས་ཀྱིས་ཤིན་ཏུ་སྦྱངས་པ
嚴麗,མཛེས་པ
速趣證道,མྱུར་དུ་ཡང་དག་པར་འགྲུབ་པའི་ལམ
受用,ཡོངས་སུ་སྤྱོད་པར་བྱེད་པ
無分別,རྣམ་པར་མི་རྟོག་པ་ཉིད
趣向勝進,ཁྱད་པར་དུ་འཕགས་པར་འགྱུར་བ
頑囂,བླུན་པོ
出世間法,འཇིག་རྟེན་ལས་འདས་པ་རྣམས
展轉相見,གཅིག་གིས་གཅིག་མཐོང་བ
非愛離,མི་སྡུག་པ་དང་བྲལ་བ
與---相似,འདྲ་བ
果道,འབྲས་བུའི་ལམ
不宜業,མི་མཐུན་པའི་ལས
離蓋趣愛言教,སྒྲིབ་པ་མེད་པ་ལ་ཕན་པར་འགྱུར་བའི་གཏམ
所縁境界,དམིགས་པའི་ཡུལ
法住智,ཆོས་ཀྱི་ལུགས་ཤེས་པ
金剛喩定,རྡོ་རྗེ་ལྟ་བུའི་ཏིང་ངེ་འཛིན
所轉變,བསྒྱུར་བ
修想,འདུ་ཤེས་བསྒོམ་པ
親屬,ཚལ་ཟ་བ
能生染,ཀུན་ནས་ཉོན་མོངས་པར་འགྱུར་བ
房舍,གནས
淨宮,གནས་གཙང་མ
鋭利,རྣོན་པོ
諦縁起,བདེན་པ་རྣམས་དང་རྟེན་ཅིང་འབྲེལ་པར་འབྱུང་བ
起作心,སེམས་མངོན་པར་འདུ་བྱེད་པ
魔事,བདུད
平等位,མཉམ་པའི་གནས་སྐབས
心清淨住,ཡོངས་སུ་དག་པའི་སེམས་ཀྱིས་གནས
高擧,བསྟོད་པ
法迹,ཆོས་ཀྱི་གཞི
割截,གཅོད་པ
無漏界,ཟག་པ་མེད་པའི་དབྱིངས
牽引次第,འཕེན་པའི་གོ་རིམས
不善者,མི་དགེ་བ
内異熟果,ནང་གི་རྣམ་པར་སྨིན་པའི་འབྲས་བུ
住處,གནས་པར་གྱུར་པ
相應,ལྡན་པ
加行行,སྦྱོར་བ་ལས་བྱུང་བའི་སྤྱོད་པ
燒惱身心,ལུས་ཀྱིས་ཡོངས་སུ་གདུང་བར་བྱེད་པ་སེམས་ཀྱིས་ཡོངས་སུ་གདུང་བར་བྱེད་པ
所愛有情變壞,སེམས་ཅན་སྡུག་པ་འགྱུར་བ
譏,གླེང་བ
勇猛精進,བརྩོན་འགྲུས་བརྩམས་པ
受用種類過患,ཡོངས་སུ་ལོངས་སྤྱོད་པའི་རྒྱུ་ལས་བྱུང་བའི་ཉེས་དམིགས
生成,མངོན་པར་འགྲུབ་པར་བྱེད་པ
不違越,མི་འདའ་བ
遠離,རྣམ་པར་དབེན་པ
筋,རྒྱུས་པ
大悲證得,སྙིང་རྗེ་འཐོབ་པ
